,gene_symbol,gene_id
3334,COX16,ENSG00000133983.16
3335,COX17,ENSG00000138495.7
3336,COX18,ENSG00000163626.17
3337,COX19,ENSG00000240230.6
3338,COX20,ENSG00000203667.10
3339,COX4I1,ENSG00000131143.10
3340,COX4I2,ENSG00000131055.5
3341,COX5A,ENSG00000178741.12
3342,COX5B,ENSG00000135940.7
3343,COX6A1,ENSG00000111775.3
3344,COX6B1,ENSG00000126267.11
3345,COX6B2,ENSG00000160471.13
3346,COX6C,ENSG00000164919.11
3347,COX7A1,ENSG00000161281.11
3348,COX7A2,ENSG00000112695.12
3349,COX7A2L,ENSG00000115944.15
3350,COX7B,ENSG00000131174.7
3351,COX7C,ENSG00000127184.13
3352,COX8A,ENSG00000176340.4
3353,CP,ENSG00000047457.14
3354,CPA1,ENSG00000091704.10
3355,CPA3,ENSG00000163751.4
3356,CPA4,ENSG00000128510.12
3357,CPA5,ENSG00000158525.16
3358,CPA6,ENSG00000165078.13
3359,CPAMD8,ENSG00000160111.15
3360,CPB1,ENSG00000153002.12
3361,CPB2,ENSG00000080618.17
3362,CPB2-AS1,ENSG00000235903.9
3363,CPD,ENSG00000108582.12
3364,CPE,ENSG00000109472.14
3365,CPEB1,ENSG00000214575.10
3366,CPEB1-AS1,ENSG00000259462.3
3367,CPEB2,ENSG00000137449.17
3368,CPEB2-DT,ENSG00000247624.6
3369,CPEB3,ENSG00000107864.15
3370,CPEB4,ENSG00000113742.14
3371,CPED1,ENSG00000106034.18
3372,CPLANE1,ENSG00000197603.16
3373,CPLANE2,ENSG00000132881.12
3374,CPLX1,ENSG00000168993.15
3375,CPM,ENSG00000135678.12
3376,CPNE1,ENSG00000214078.13
3377,CPNE2,ENSG00000140848.17
3378,CPNE3,ENSG00000085719.13
3379,CPNE4,ENSG00000196353.12
3380,CPNE5,ENSG00000124772.12
3381,CPNE7,ENSG00000178773.15
3382,CPNE8,ENSG00000139117.14
3383,CPNE9,ENSG00000144550.13
3384,CPO,ENSG00000144410.5
3385,CPOX,ENSG00000080819.9
3386,CPPED1,ENSG00000103381.12
3387,CPQ,ENSG00000104324.16
3388,CPS1,ENSG00000021826.17
3389,CPSF1,ENSG00000071894.17
3390,CPSF2,ENSG00000165934.13
3391,CPSF3,ENSG00000119203.14
3392,CPSF4,ENSG00000160917.15
3393,CPSF6,ENSG00000111605.18
3394,CPSF7,ENSG00000149532.16
3395,CPT1A,ENSG00000110090.13
3396,CPT1B,ENSG00000205560.13
3397,CPT1C,ENSG00000169169.15
3398,CPT2,ENSG00000157184.7
3399,CPTP,ENSG00000224051.7
3400,CPVL,ENSG00000106066.15
3401,CPXM1,ENSG00000088882.8
3402,CPXM2,ENSG00000121898.13
3403,CR1,ENSG00000203710.12
3404,CR1L,ENSG00000197721.17
3405,CR2,ENSG00000117322.18
3406,CRABP1,ENSG00000166426.8
3407,CRABP2,ENSG00000143320.9
3408,CRACD,ENSG00000109265.15
3409,CRACDL,ENSG00000196872.12
3410,CRACR2A,ENSG00000130038.10
3411,CRACR2B,ENSG00000177685.17
3412,CRADD,ENSG00000169372.13
3413,CRAMP1,ENSG00000007545.16
3414,CRAT,ENSG00000095321.18
3415,CRB1,ENSG00000134376.17
3416,CRB2,ENSG00000148204.12
3417,CRB3,ENSG00000130545.16
3418,CRBN,ENSG00000113851.15
3419,CRCP,ENSG00000241258.7
3420,CRCT1,ENSG00000169509.6
3421,CREB1,ENSG00000118260.15
3422,CREB3,ENSG00000107175.12
3423,CREB3L1,ENSG00000157613.11
3424,CREB3L2,ENSG00000182158.15
3425,CREB3L3,ENSG00000060566.14
3426,CREB3L4,ENSG00000143578.16
3427,CREB5,ENSG00000146592.17
3428,CREBBP,ENSG00000005339.15
3429,CREBL2,ENSG00000111269.3
3430,CREBRF,ENSG00000164463.12
3431,CREBZF,ENSG00000137504.15
3432,CREG1,ENSG00000143162.9
3433,CREG2,ENSG00000175874.10
3434,CRELD1,ENSG00000163703.20
3435,CRELD2,ENSG00000184164.15
3436,CREM,ENSG00000095794.19
3437,CRH,ENSG00000147571.5
3438,CRHBP,ENSG00000145708.11
3439,CRIM1,ENSG00000150938.10
3440,CRIP1,ENSG00000213145.10
3441,CRIP2,ENSG00000182809.11
3442,CRIP3,ENSG00000146215.14
3443,CRIPT,ENSG00000119878.6
3444,CRISP2,ENSG00000124490.14
3445,CRISP3,ENSG00000096006.12
3446,CRISPLD1,ENSG00000121005.9
3447,CRISPLD2,ENSG00000103196.12
3448,CRK,ENSG00000167193.8
3449,CRKL,ENSG00000099942.13
3450,CRLF1,ENSG00000006016.12
3451,CRLF2,ENSG00000205755.12
3452,CRLF2,ENSG00000205755.12_PAR_Y
3453,CRLF3,ENSG00000176390.12
3454,CRLS1,ENSG00000088766.12
3455,CRMP1,ENSG00000072832.15
3456,CRNDE,ENSG00000245694.10
3457,CRNKL1,ENSG00000101343.15
3458,CROCC,ENSG00000058453.17
3459,CROCC2,ENSG00000226321.5
3460,CROT,ENSG00000005469.12
3461,CRPPA,ENSG00000214960.11
3462,CRTAC1,ENSG00000095713.14
3463,CRTAM,ENSG00000109943.9
3464,CRTAP,ENSG00000170275.15
3465,CRTC1,ENSG00000105662.16
3466,CRTC2,ENSG00000160741.17
3467,CRTC3,ENSG00000140577.16
3468,CRTC3-AS1,ENSG00000259736.1
3469,CRX,ENSG00000105392.16
3470,CRY1,ENSG00000008405.12
3471,CRY2,ENSG00000121671.12
3472,CRYAB,ENSG00000109846.9
3473,CRYBA2,ENSG00000163499.12
3474,CRYBA4,ENSG00000196431.4
3475,CRYBB1,ENSG00000100122.7
3476,CRYBB2,ENSG00000244752.3
3477,CRYBB3,ENSG00000100053.10
3478,CRYBG1,ENSG00000112297.18
3479,CRYBG2,ENSG00000176092.17
3480,CRYBG3,ENSG00000080200.10
3481,CRYGN,ENSG00000127377.10
3482,CRYGS,ENSG00000213139.8
3483,CRYL1,ENSG00000165475.15
3484,CRYM,ENSG00000103316.12
3485,CRYZ,ENSG00000116791.14
3486,CRYZL1,ENSG00000205758.12
3487,CS,ENSG00000062485.19
3488,CSAD,ENSG00000139631.19
3489,CSDC2,ENSG00000172346.15
3490,CSDE1,ENSG00000009307.16
3491,CSE1L,ENSG00000124207.17
3492,CSF1,ENSG00000184371.14
3493,CSF1R,ENSG00000182578.14
3494,CSF2,ENSG00000164400.6
3495,CSF2RA,ENSG00000198223.17
3496,CSF2RA,ENSG00000198223.17_PAR_Y
3497,CSF2RB,ENSG00000100368.14
3498,CSF3,ENSG00000108342.13
3499,CSF3R,ENSG00000119535.18
3500,CSGALNACT1,ENSG00000147408.14
3501,CSGALNACT2,ENSG00000169826.8
3502,CSK,ENSG00000103653.17
3503,CSKMT,ENSG00000214756.8
3504,CSMD1,ENSG00000183117.19
3505,CSMD2,ENSG00000121904.18
3506,CSMD3,ENSG00000164796.18
3507,CSNK1A1,ENSG00000113712.19
3508,CSNK1A1L,ENSG00000180138.7
3509,CSNK1D,ENSG00000141551.14
3510,CSNK1E,ENSG00000213923.13
3511,CSNK1G1,ENSG00000169118.18
3512,CSNK1G2,ENSG00000133275.16
3513,CSNK1G3,ENSG00000151292.17
3514,CSNK2A1,ENSG00000101266.19
3515,CSNK2A2,ENSG00000070770.10
3516,CSNK2A3,ENSG00000254598.3
3517,CSNK2B,ENSG00000204435.15
3518,CSPG4,ENSG00000173546.7
3519,CSPG5,ENSG00000114646.10
3520,CSPP1,ENSG00000104218.16
3521,CSRNP1,ENSG00000144655.15
3522,CSRNP2,ENSG00000110925.7
3523,CSRNP3,ENSG00000178662.16
3524,CSRP1,ENSG00000159176.14
3525,CSRP2,ENSG00000175183.10
3526,CST1,ENSG00000170373.9
3527,CST2,ENSG00000170369.4
3528,CST3,ENSG00000101439.9
3529,CST4,ENSG00000101441.5
3530,CST5,ENSG00000170367.5
3531,CST6,ENSG00000175315.3
3532,CST7,ENSG00000077984.6
3533,CSTA,ENSG00000121552.4
3534,CSTB,ENSG00000160213.9
3535,CSTF1,ENSG00000101138.12
3536,CSTF2,ENSG00000101811.14
3537,CSTF2T,ENSG00000177613.9
3538,CSTF3,ENSG00000176102.13
3539,CTAG2,ENSG00000126890.14
3540,CTAGE1,ENSG00000212710.5
3541,CTAGE9,ENSG00000236761.6
3542,CTBP1,ENSG00000159692.16
3543,CTBP1-AS,ENSG00000280927.1
3544,CTBP1-DT,ENSG00000196810.5
3545,CTBP2,ENSG00000175029.17
3546,CTBS,ENSG00000117151.13
3547,CTC1,ENSG00000178971.16
3548,CTCF,ENSG00000102974.16
3549,CTCFL,ENSG00000124092.13
3550,CTDNEP1,ENSG00000175826.12
3551,CTDP1,ENSG00000060069.18
3552,CTDSP1,ENSG00000144579.8
3553,CTDSP2,ENSG00000175215.11
3554,CTDSPL,ENSG00000144677.15
3555,CTDSPL2,ENSG00000137770.14
3556,CTF1,ENSG00000150281.7
3557,CTH,ENSG00000116761.12
3558,CTHRC1,ENSG00000164932.13
3559,CTIF,ENSG00000134030.14
3560,CTLA4,ENSG00000163599.17
3561,CTNNA1,ENSG00000044115.21
3562,CTNNA3,ENSG00000183230.18
3563,CTNNAL1,ENSG00000119326.15
3564,CTNNB1,ENSG00000168036.18
3565,CTNNBIP1,ENSG00000178585.15
3566,CTNNBL1,ENSG00000132792.19
3567,CTNND1,ENSG00000198561.16
3568,CTNND2,ENSG00000169862.19
3569,CTNS,ENSG00000040531.16
3570,CTPS1,ENSG00000171793.16
3571,CTPS2,ENSG00000047230.15
3572,CTR9,ENSG00000198730.9
3573,CTRB2,ENSG00000168928.13
3574,CTRC,ENSG00000162438.12
3575,CTRL,ENSG00000141086.18
3576,CTSA,ENSG00000064601.21
3577,CTSB,ENSG00000164733.22
3578,CTSC,ENSG00000109861.17
3579,CTSD,ENSG00000117984.15
3580,CTSE,ENSG00000196188.12
3581,CTSF,ENSG00000174080.12
3582,CTSG,ENSG00000100448.4
3583,CTSH,ENSG00000103811.18
3584,CTSK,ENSG00000143387.14
3585,CTSL,ENSG00000135047.16
3586,CTSO,ENSG00000256043.5
3587,CTSS,ENSG00000163131.12
3588,CTSV,ENSG00000136943.12
3589,CTSW,ENSG00000172543.9
3590,CTSZ,ENSG00000101160.15
3591,CTTN,ENSG00000085733.16
3592,CTTNBP2,ENSG00000077063.11
3593,CTTNBP2NL,ENSG00000143079.15
3594,CTU1,ENSG00000142544.7
3595,CTU2,ENSG00000174177.13
3596,CTXN1,ENSG00000178531.6
3597,CTXND1,ENSG00000259417.3
3598,CUBN,ENSG00000107611.16
3599,CUEDC1,ENSG00000180891.13
3600,CUEDC2,ENSG00000107874.11
3601,CUL1,ENSG00000055130.17
3602,CUL2,ENSG00000108094.16
3603,CUL3,ENSG00000036257.13
3604,CUL4A,ENSG00000139842.15
3605,CUL4B,ENSG00000158290.19
3606,CUL5,ENSG00000166266.14
3607,CUL7,ENSG00000044090.12
3608,CUL9,ENSG00000112659.14
3609,CUTA,ENSG00000112514.18
3610,CUTC,ENSG00000119929.13
3611,CUX1,ENSG00000257923.12
3612,CUX2,ENSG00000111249.14
3613,CUZD1,ENSG00000138161.14
3614,CWC15,ENSG00000150316.12
3615,CWC22,ENSG00000163510.14
3616,CWC25,ENSG00000273559.5
3617,CWC27,ENSG00000153015.16
3618,CWF19L1,ENSG00000095485.18
3619,CWF19L2,ENSG00000152404.15
3620,CWH43,ENSG00000109182.12
3621,CX3CL1,ENSG00000006210.7
3622,CX3CR1,ENSG00000168329.14
3623,CXADR,ENSG00000154639.19
3624,CXCL1,ENSG00000163739.5
3625,CXCL10,ENSG00000169245.6
3626,CXCL11,ENSG00000169248.13
3627,CXCL12,ENSG00000107562.16
3628,CXCL13,ENSG00000156234.8
3629,CXCL14,ENSG00000145824.13
3630,CXCL16,ENSG00000161921.17
3631,CXCL17,ENSG00000189377.9
3632,CXCL2,ENSG00000081041.9
3633,CXCL3,ENSG00000163734.4
3634,CXCL5,ENSG00000163735.7
3635,CXCL6,ENSG00000124875.10
3636,CXCL8,ENSG00000169429.11
3637,CXCL9,ENSG00000138755.6
3638,CXCR1,ENSG00000163464.8
3639,CXCR2,ENSG00000180871.8
3640,CXCR3,ENSG00000186810.8
3641,CXCR4,ENSG00000121966.7
3642,CXCR5,ENSG00000160683.5
3643,CXCR6,ENSG00000172215.6
3644,CXXC1,ENSG00000154832.16
3645,CXXC4,ENSG00000168772.11
3646,CXXC5,ENSG00000171604.12
3647,CXorf38,ENSG00000185753.13
3648,CXorf58,ENSG00000165182.12
3649,CXorf65,ENSG00000204165.6
3650,CYB561,ENSG00000008283.16
3651,CYB561A3,ENSG00000162144.10
3652,CYB561D1,ENSG00000174151.15
3653,CYB561D2,ENSG00000114395.11
3655,CYB5A,ENSG00000166347.19
3656,CYB5B,ENSG00000103018.17
3657,CYB5D1,ENSG00000182224.12
3658,CYB5D2,ENSG00000167740.10
3659,CYB5R1,ENSG00000159348.13
3660,CYB5R2,ENSG00000166394.15
3661,CYB5R3,ENSG00000100243.21
3662,CYB5R4,ENSG00000065615.14
3663,CYB5RL,ENSG00000215883.11
3664,CYBA,ENSG00000051523.11
3665,CYBB,ENSG00000165168.8
3666,CYBC1,ENSG00000178927.18
3667,CYBRD1,ENSG00000071967.12
3668,CYC1,ENSG00000179091.5
3669,CYCS,ENSG00000172115.9
3670,CYFIP1,ENSG00000273749.5
3671,CYFIP2,ENSG00000055163.20
3672,CYGB,ENSG00000161544.10
3673,CYHR1,ENSG00000187954.13
3674,CYLD,ENSG00000083799.18
3675,CYP11A1,ENSG00000140459.18
3676,CYP17A1,ENSG00000148795.7
3677,CYP19A1,ENSG00000137869.15
3678,CYP1A1,ENSG00000140465.14
3679,CYP1B1,ENSG00000138061.12
3680,CYP1B1-AS1,ENSG00000232973.13
3681,CYP20A1,ENSG00000119004.16
3682,CYP21A2,ENSG00000231852.9
3683,CYP24A1,ENSG00000019186.10
3684,CYP26A1,ENSG00000095596.12
3685,CYP26B1,ENSG00000003137.9
3686,CYP27A1,ENSG00000135929.9
3687,CYP27B1,ENSG00000111012.10
3688,CYP27C1,ENSG00000186684.14
3689,CYP2A13,ENSG00000197838.5
3690,CYP2A6,ENSG00000255974.8
3691,CYP2A7,ENSG00000198077.11
3692,CYP2B6,ENSG00000197408.10
3693,CYP2C18,ENSG00000108242.13
3694,CYP2C8,ENSG00000138115.15
3695,CYP2C9,ENSG00000138109.11
3696,CYP2D6,ENSG00000100197.23
3697,CYP2E1,ENSG00000130649.10
3698,CYP2F1,ENSG00000197446.9
3699,CYP2J2,ENSG00000134716.11
3700,CYP2R1,ENSG00000186104.11
3701,CYP2S1,ENSG00000167600.14
3702,CYP2U1,ENSG00000155016.18
3703,CYP2W1,ENSG00000073067.14
3704,CYP39A1,ENSG00000146233.8
3705,CYP3A4,ENSG00000160868.15
3706,CYP3A43,ENSG00000021461.17
3707,CYP3A5,ENSG00000106258.15
3708,CYP3A7,ENSG00000160870.15
3709,CYP46A1,ENSG00000036530.9
3710,CYP4A22-AS1,ENSG00000225506.2
3711,CYP4B1,ENSG00000142973.14
3712,CYP4F11,ENSG00000171903.17
3713,CYP4F12,ENSG00000186204.15
3714,CYP4F22,ENSG00000171954.13
3715,CYP4F3,ENSG00000186529.16
3716,CYP4F8,ENSG00000186526.13
3717,CYP4V2,ENSG00000145476.16
3718,CYP4X1,ENSG00000186377.8
3719,CYP4Z1,ENSG00000186160.5
3720,CYP51A1,ENSG00000001630.17
3721,CYP51A1-AS1,ENSG00000188693.8
3722,CYP7B1,ENSG00000172817.4
3723,CYREN,ENSG00000122783.17
3724,CYRIA,ENSG00000197872.11
3725,CYRIB,ENSG00000153310.19
3726,CYS1,ENSG00000205795.4
3727,CYSLTR1,ENSG00000173198.6
3728,CYSLTR2,ENSG00000152207.8
3729,CYSRT1,ENSG00000197191.6
3730,CYSTM1,ENSG00000120306.11
3731,CYTH1,ENSG00000108669.16
3732,CYTH2,ENSG00000105443.15
3733,CYTH3,ENSG00000008256.16
3734,CYTH4,ENSG00000100055.21
3735,CYTIP,ENSG00000115165.10
3736,CYTL1,ENSG00000170891.11
3737,CYTOR,ENSG00000222041.11
3738,CYYR1,ENSG00000166265.13
3739,CZIB,ENSG00000162384.14
3740,D2HGDH,ENSG00000180902.18
3741,DAAM1,ENSG00000100592.16
3742,DAAM2,ENSG00000146122.17
3743,DAB1,ENSG00000173406.16
3744,DAB2,ENSG00000153071.15
3745,DAB2IP,ENSG00000136848.17
3746,DACH1,ENSG00000276644.5
3747,DACT1,ENSG00000165617.15
3748,DACT2,ENSG00000164488.12
3749,DACT3,ENSG00000197380.11
3750,DACT3-AS1,ENSG00000245598.6
3751,DAD1,ENSG00000129562.11
3752,DAG1,ENSG00000173402.12
3753,DAGLA,ENSG00000134780.10
3754,DAGLB,ENSG00000164535.15
3755,DALRD3,ENSG00000178149.17
3756,DAND5,ENSG00000179284.6
3757,DANT2,ENSG00000235244.4
3758,DAP,ENSG00000112977.16
3759,DAP3,ENSG00000132676.16
3760,DAPK1,ENSG00000196730.13
3761,DAPK2,ENSG00000035664.11
3762,DAPK3,ENSG00000167657.14
3763,DAPL1,ENSG00000163331.12
3764,DAPP1,ENSG00000070190.13
3765,DARS1,ENSG00000115866.11
3766,DARS1-AS1,ENSG00000231890.8
3767,DARS2,ENSG00000117593.12
3768,DAW1,ENSG00000123977.10
3769,DAXX,ENSG00000204209.13
3770,DAZAP1,ENSG00000071626.17
3771,DAZAP2,ENSG00000183283.16
3772,DBF4,ENSG00000006634.8
3773,DBF4B,ENSG00000161692.18
3774,DBH-AS1,ENSG00000225756.1
3775,DBI,ENSG00000155368.17
3776,DBN1,ENSG00000113758.13
3777,DBNDD1,ENSG00000003249.15
3778,DBNDD2,ENSG00000244274.9
3779,DBNL,ENSG00000136279.21
3780,DBP,ENSG00000105516.11
3781,DBR1,ENSG00000138231.13
3782,DBT,ENSG00000137992.15
3783,DCAF1,ENSG00000145041.16
3784,DCAF10,ENSG00000122741.16
3785,DCAF11,ENSG00000100897.18
3786,DCAF12,ENSG00000198876.13
3787,DCAF13,ENSG00000164934.14
3788,DCAF15,ENSG00000132017.10
3789,DCAF16,ENSG00000163257.11
3790,DCAF17,ENSG00000115827.14
3791,DCAF4,ENSG00000119599.17
3792,DCAF4L1,ENSG00000182308.7
3793,DCAF5,ENSG00000139990.18
3794,DCAF6,ENSG00000143164.15
3795,DCAF7,ENSG00000136485.15
3796,DCAF8,ENSG00000132716.19
3797,DCAKD,ENSG00000172992.12
3798,DCBLD1,ENSG00000164465.19
3799,DCBLD2,ENSG00000057019.16
3800,DCC,ENSG00000187323.12
3801,DCDC1,ENSG00000170959.15
3802,DCDC2,ENSG00000146038.12
3803,DCDC2B,ENSG00000222046.3
3804,DCDC2C,ENSG00000214866.9
3805,DCHS1,ENSG00000166341.9
3806,DCHS2,ENSG00000197410.14
3807,DCK,ENSG00000156136.10
3808,DCLK1,ENSG00000133083.15
3809,DCLK2,ENSG00000170390.16
3810,DCLK3,ENSG00000163673.7
3811,DCLRE1A,ENSG00000198924.8
3812,DCLRE1B,ENSG00000118655.7
3813,DCLRE1C,ENSG00000152457.18
3814,DCN,ENSG00000011465.18
3815,DCP1A,ENSG00000272886.6
3816,DCP1B,ENSG00000151065.14
3817,DCP2,ENSG00000172795.17
3818,DCPS,ENSG00000110063.10
3819,DCST1,ENSG00000163357.11
3820,DCST2,ENSG00000163354.15
3821,DCSTAMP,ENSG00000164935.6
3822,DCT,ENSG00000080166.16
3823,DCTD,ENSG00000129187.15
3824,DCTN1,ENSG00000204843.13
3825,DCTN1-AS1,ENSG00000237737.6
3826,DCTN2,ENSG00000175203.17
3827,DCTN3,ENSG00000137100.16
3828,DCTN4,ENSG00000132912.13
3829,DCTN5,ENSG00000166847.10
3830,DCTN6,ENSG00000104671.8
3831,DCTPP1,ENSG00000179958.10
3832,DCUN1D1,ENSG00000043093.15
3833,DCUN1D2,ENSG00000150401.15
3834,DCUN1D3,ENSG00000188215.10
3835,DCUN1D4,ENSG00000109184.15
3836,DCUN1D5,ENSG00000137692.12
3837,DCXR,ENSG00000169738.8
3838,DDA1,ENSG00000130311.11
3839,DDAH1,ENSG00000153904.21
3840,DDAH2,ENSG00000213722.10
3841,DDB1,ENSG00000167986.15
3842,DDB2,ENSG00000134574.12
3843,DDC,ENSG00000132437.18
3844,DDHD1,ENSG00000100523.16
3845,DDHD2,ENSG00000085788.14
3846,DDI2,ENSG00000197312.12
3847,DDIAS,ENSG00000165490.13
3848,DDIT3,ENSG00000175197.13
3849,DDIT4,ENSG00000168209.6
3850,DDIT4L,ENSG00000145358.6
3851,DDN,ENSG00000181418.8
3852,DDO,ENSG00000203797.12
3853,DDOST,ENSG00000244038.11
3854,DDR1,ENSG00000204580.14
3855,DDR1-DT,ENSG00000237775.1
3856,DDR2,ENSG00000162733.19
3857,DDRGK1,ENSG00000198171.13
3858,DDT,ENSG00000099977.15
3859,DDTL,ENSG00000099974.8
3860,DDX1,ENSG00000079785.16
3861,DDX10,ENSG00000178105.11
3862,DDX11,ENSG00000013573.17
3863,DDX11-AS1,ENSG00000245614.4
3864,DDX17,ENSG00000100201.23
3865,DDX18,ENSG00000088205.13
3866,DDX19A,ENSG00000168872.17
3867,DDX19B,ENSG00000157349.17
3868,DDX20,ENSG00000064703.13
3869,DDX21,ENSG00000165732.13
3870,DDX23,ENSG00000174243.10
3871,DDX24,ENSG00000089737.17
3872,DDX25,ENSG00000109832.14
3873,DDX27,ENSG00000124228.15
3874,DDX28,ENSG00000182810.7
3875,DDX31,ENSG00000125485.17
3876,DDX39A,ENSG00000123136.15
3877,DDX39B,ENSG00000198563.14
3878,DDX3X,ENSG00000215301.11
3879,DDX3Y,ENSG00000067048.17
3880,DDX41,ENSG00000183258.12
3881,DDX42,ENSG00000198231.13
3882,DDX43,ENSG00000080007.8
3883,DDX46,ENSG00000145833.16
3884,DDX47,ENSG00000213782.7
3885,DDX49,ENSG00000105671.12
3886,DDX5,ENSG00000108654.16
3887,DDX50,ENSG00000107625.14
3888,DDX51,ENSG00000185163.10
3889,DDX52,ENSG00000278053.5
3890,DDX54,ENSG00000123064.13
3891,DDX55,ENSG00000111364.16
3892,DDX56,ENSG00000136271.11
3893,DDX58,ENSG00000107201.11
3894,DDX59,ENSG00000118197.14
3895,DDX6,ENSG00000110367.13
3896,DDX60,ENSG00000137628.18
3897,DDX60L,ENSG00000181381.15
3898,DEAF1,ENSG00000177030.18
3899,DECR1,ENSG00000104325.7
3900,DECR2,ENSG00000242612.7
3901,DEDD,ENSG00000158796.17
3902,DEDD2,ENSG00000160570.14
3903,DEF6,ENSG00000023892.11
3904,DEF8,ENSG00000140995.17
3905,DEFA3,ENSG00000239839.7
3906,DEFB1,ENSG00000164825.4
3907,DEFB124,ENSG00000180383.4
3908,DEFB4A,ENSG00000171711.3
3909,DEGS1,ENSG00000143753.13
3910,DEGS2,ENSG00000168350.8
3911,DEK,ENSG00000124795.17
3912,DELE1,ENSG00000081791.9
3913,DELEC1,ENSG00000173077.16
3914,DENND10,ENSG00000119979.18
3915,DENND11,ENSG00000257093.7
3916,DENND1A,ENSG00000119522.16
3917,DENND1B,ENSG00000213047.13
3918,DENND1C,ENSG00000205744.10
3919,DENND2A,ENSG00000146966.13
3920,DENND2B,ENSG00000166444.19
3921,DENND2C,ENSG00000175984.15
3922,DENND2D,ENSG00000162777.17
3923,DENND3,ENSG00000105339.11
3924,DENND4A,ENSG00000174485.16
3925,DENND4B,ENSG00000198837.10
3926,DENND4C,ENSG00000137145.21
3927,DENND5A,ENSG00000184014.9
3928,DENND5B,ENSG00000170456.16
3929,DENND6A,ENSG00000174839.13
3930,DENND6A-AS1,ENSG00000239801.1
3931,DENND6B,ENSG00000205593.12
3932,DENR,ENSG00000139726.11
3933,DEPDC1,ENSG00000024526.17
3934,DEPDC1B,ENSG00000035499.13
3935,DEPDC4,ENSG00000166153.17
3936,DEPDC5,ENSG00000100150.20
3937,DEPDC7,ENSG00000121690.11
3938,DEPP1,ENSG00000165507.9
3939,DEPTOR,ENSG00000155792.10
3940,DERA,ENSG00000023697.13
3941,DERL1,ENSG00000136986.10
3942,DERL2,ENSG00000072849.11
3943,DERL3,ENSG00000099958.15
3944,DES,ENSG00000175084.13
3945,DESI1,ENSG00000100418.8
3946,DESI2,ENSG00000121644.19
3947,DET1,ENSG00000140543.15
3948,DEUP1,ENSG00000165325.15
3949,DEXI,ENSG00000182108.11
3950,DFFA,ENSG00000160049.12
3951,DFFB,ENSG00000169598.17
3952,DGAT1,ENSG00000185000.12
3953,DGAT2,ENSG00000062282.15
3954,DGCR2,ENSG00000070413.20
3956,DGCR5,ENSG00000237517.10
3957,DGCR6,ENSG00000183628.14
3958,DGCR6L,ENSG00000128185.10
3959,DGCR8,ENSG00000128191.16
3960,DGKA,ENSG00000065357.20
3961,DGKB,ENSG00000136267.14
3962,DGKD,ENSG00000077044.11
3963,DGKE,ENSG00000153933.10
3964,DGKG,ENSG00000058866.15
3965,DGKH,ENSG00000102780.17
3966,DGKI,ENSG00000157680.16
3967,DGKQ,ENSG00000145214.14
3968,DGKZ,ENSG00000149091.15
3969,DGLUCY,ENSG00000133943.21
3970,DGUOK,ENSG00000114956.20
3971,DGUOK-AS1,ENSG00000237883.2
3972,DHCR24,ENSG00000116133.13
3973,DHCR7,ENSG00000172893.17
3974,DHDDS,ENSG00000117682.17
3975,DHDH,ENSG00000104808.8
3976,DHFR,ENSG00000228716.7
3977,DHFR2,ENSG00000178700.9
3978,DHH,ENSG00000139549.4
3979,DHODH,ENSG00000102967.12
3980,DHPS,ENSG00000095059.16
3981,DHRS1,ENSG00000157379.14
3982,DHRS11,ENSG00000278535.5
3983,DHRS12,ENSG00000102796.12
3984,DHRS13,ENSG00000167536.14
3985,DHRS2,ENSG00000100867.15
3986,DHRS3,ENSG00000162496.9
3987,DHRS4,ENSG00000157326.19
3988,DHRS4-AS1,ENSG00000215256.4
3989,DHRS4L2,ENSG00000187630.17
3990,DHRS7,ENSG00000100612.14
3991,DHRS7B,ENSG00000109016.17
3992,DHRS9,ENSG00000073737.17
3993,DHRSX,ENSG00000169084.15
3994,DHRSX,ENSG00000169084.15_PAR_Y
3995,DHTKD1,ENSG00000181192.12
3996,DHX15,ENSG00000109606.13
3997,DHX16,ENSG00000204560.10
3998,DHX29,ENSG00000067248.10
3999,DHX30,ENSG00000132153.15
4000,DHX32,ENSG00000089876.12
4001,DHX33,ENSG00000005100.13
4002,DHX34,ENSG00000134815.19
4003,DHX35,ENSG00000101452.15
4004,DHX36,ENSG00000174953.14
4005,DHX37,ENSG00000150990.9
4006,DHX38,ENSG00000140829.12
4007,DHX40,ENSG00000108406.10
4008,DHX57,ENSG00000163214.21
4009,DHX58,ENSG00000108771.13
4010,DHX8,ENSG00000067596.12
4011,DHX9,ENSG00000135829.17
4012,DIABLO,ENSG00000184047.20
4013,DIAPH1,ENSG00000131504.17
4014,DIAPH2,ENSG00000147202.18
4015,DIAPH2-AS1,ENSG00000236256.9
4016,DIAPH3,ENSG00000139734.19
4017,DICER1,ENSG00000100697.15
4018,DICER1-AS1,ENSG00000235706.8
4019,DIDO1,ENSG00000101191.17
4020,DIMT1,ENSG00000086189.11
4021,DIO1,ENSG00000211452.11
4022,DIO2,ENSG00000211448.13
4023,DIO3,ENSG00000197406.7
4024,DIO3OS,ENSG00000258498.8
4025,DIP2A,ENSG00000160305.18
4026,DIP2B,ENSG00000066084.13
4027,DIP2C,ENSG00000151240.17
4028,DIP2C-AS1,ENSG00000180525.14
4029,DIPK1A,ENSG00000154511.12
4030,DIPK1B,ENSG00000165716.11
4031,DIPK1C,ENSG00000187773.9
4032,DIPK2A,ENSG00000181744.9
4033,DIPK2B,ENSG00000147113.17
